Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,N/F
K tell me anything about you.,N/F
For fear of fainting with the of all that housework you just did? Quick have a cuppa,N/F
Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,fraud
Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,N/F
"Oops, I'll let you know when my roommate's done",N/F
I see the letter B on my car,N/F
Anything lor... U decide...,N/F
Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,N/F
Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,N/F
"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",N/F
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,fraud
WHO ARE YOU SEEING?,N/F
Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,N/F
No calls..messages..missed calls,N/F
Didn't you get hep b immunisation in nigeria.,N/F
"Fair enough, anything going on?",N/F
"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",N/F
U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,N/F
What you thinked about me. First time you saw me in class.,N/F
"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",N/F
K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,N/F
"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",N/F
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,fraud
Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,N/F
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",fraud
"Sorry, I'll call later in meeting.",N/F
Tell where you reached,N/F
Yes..gauti and sehwag out of odi series.,N/F
Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,N/F
Ha ha ha good joke. Girls are situation seekers.,N/F
Its a part of checking IQ,N/F
"Sorry my roommates took forever, it ok if I come by now?",N/F
Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,N/F
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",fraud
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",N/F
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",fraud
"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",fraud
I plane to give on this month end.,N/F
Wah lucky man... Then can save money... Hee...,N/F
Finished class where are you.,N/F
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,N/F
K..k:)where are you?how did you performed?,N/F
U can call me now...,N/F
I am waiting machan. Call me once you free.,N/F
Thats cool. i am a gentleman and will treat you with dignity and respect.,N/F
I like you peoples very much:) but am very shy pa.,N/F
Does not operate after  &lt;#&gt;  or what,N/F
Its not the same here. Still looking for a job. How much do Ta's earn there.,N/F
"Sorry, I'll call later",N/F
K. Did you call me just now ah? ,N/F
Ok i am on the way to home hi hi,N/F
You will be in the place of that man,N/F
Yup next stop.,N/F
"I call you later, don't have network. If urgnt, sms me.",N/F
For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,N/F
Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,N/F
I'm really not up to it still tonight babe,N/F
"Ela kano.,il download, come wen ur free..",N/F
Yeah do! Don‘t stand to close tho- you‘ll catch something!,N/F
Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,N/F
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,N/F
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,fraud
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,N/F
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",fraud
Watching telugu movie..wat abt u?,N/F
i see. When we finish we have loads of loans to pay,N/F
"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",N/F
I see a cup of coffee animation,N/F
Please don't text me anymore. I have nothing else to say.,N/F
Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,N/F
I'm still looking for a car to buy. And have not gone 4the driving test yet.,N/F
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,N/F
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",N/F
Umma my life and vava umma love you lot dear,N/F
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,N/F
"Aight, I'll hit you up when I get some cash",N/F
How would my ip address test that considering my computer isn't a minecraft server,N/F
I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,N/F
Dont worry. I guess he's busy.,N/F
What is the plural of the noun research?,N/F
Going for dinner.msg you after.,N/F
I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,N/F
GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,fraud
"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",N/F
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",N/F
You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,fraud
Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,N/F
Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,N/F
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,fraud
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",fraud
here is my new address -apples&pairs&all that malarky,N/F
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,fraud
I am going to sao mu today. Will be done only at 12 ,N/F
Ü predict wat time ü'll finish buying?,N/F
"Good stuff, will do.",N/F
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",N/F
Are you there in room.,N/F
HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,N/F
K..k:)how much does it cost?,N/F
I'm home.,N/F
"Dear, will call Tmorrow.pls accomodate.",N/F
First answer my question.,N/F
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,fraud
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,fraud
I only haf msn. It's yijue@hotmail.com,N/F
He is there. You call and meet him,N/F
No no. I will check all rooms befor activities,N/F
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,fraud
Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,N/F
"K, text me when you're on the way",N/F
"Sir, Waiting for your mail.",N/F
"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",N/F
I know you are. Can you pls open the back?,N/F
Yes see ya not on the dot,N/F
Whats the staff name who is taking class for us?,N/F
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",fraud
Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,N/F
K..i deleted my contact that why?,N/F
Sindu got job in birla soft ..,N/F
The wine is flowing and i'm i have nevering..,N/F
Yup i thk cine is better cos no need 2 go down 2 plaza mah.,N/F
Ok... Ur typical reply...,N/F
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,N/F
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",N/F
Aaooooright are you at work?,N/F
I'm leaving my house now...,N/F
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",N/F
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,fraud
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,fraud
Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,N/F
New car and house for my parents.:)i have only new job in hand:),N/F
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,N/F
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,fraud
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",fraud
I place all ur points on e cultures module already.,N/F
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,fraud
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",N/F
Great escape. I fancy the bridge but needs her lager. See you tomo ,N/F
Yes :)it completely in out of form:)clark also utter waste.,N/F
"Sir, I need AXIS BANK account no and bank address.",N/F
"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",N/F
What time you coming down later? ,N/F
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",N/F
"Well, i'm gonna finish my bath now. Have a good...fine night.",N/F
Let me know when you've got the money so carlos can make the call,N/F
U still going to the mall?,N/F
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",N/F
Text her. If she doesnt reply let me know so i can have her log in,N/F
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,N/F
You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,N/F
Lol no. U can trust me.,N/F
ok. I am a gentleman and will treat you with dignity and respect.,N/F
"He will, you guys close?",N/F
Going on nothing great.bye,N/F
Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,N/F
"Haha awesome, be there in a minute",N/F
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,fraud
Have you got Xmas radio times. If not i will get it now,N/F
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,N/F
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,fraud
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,N/F
Hi :)finally i completed the course:),N/F
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,N/F
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,N/F
Gud mrng dear hav a nice day,N/F
Did u got that persons story,N/F
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,N/F
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,N/F
"Found it, ENC  &lt;#&gt; , where you at?",N/F
I sent you  &lt;#&gt;  bucks,N/F
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,N/F
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,N/F
Goodmorning sleeping ga.,N/F
U call me alter at 11 ok.,N/F
Ü say until like dat i dun buy ericsson oso cannot oredi lar...,N/F
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",N/F
"Aight yo, dats straight dogg",N/F
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,N/F
Both :) i shoot big loads so get ready!,N/F
"What's up bruv, hope you had a great break. Do have a rewarding semester.",N/F
Home so we can always chat,N/F
K:)k:)good:)study well.,N/F
Yup... How ü noe leh...,N/F
Sounds great! Are you home now?,N/F
Finally the match heading towards draw as your prediction.,N/F
Tired. I haven't slept well the past few nights.,N/F
Easy ah?sen got selected means its good..,N/F
I have to take exam with march 3,N/F
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,N/F
Ok no prob. Take ur time.,N/F
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,N/F
"Sorry, I'll call later",N/F
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,N/F
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",fraud
Would really appreciate if you call me. Just need someone to talk to.,N/F
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",fraud
Hey company elama po mudyadhu.,N/F
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",N/F
Dear good morning now only i am up,N/F
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,N/F
Dear we are going to our rubber place,N/F
"Sorry battery died, yeah I'm here",N/F
Yes:)here tv is always available in work place..,N/F
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,fraud
I have printed it oh. So  &lt;#&gt;  come upstairs,N/F
Or ill be a little closer like at the bus stop on the same street,N/F
Where are you?when wil you reach here?,N/F
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",N/F
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,fraud
Tomarrow final hearing on my laptop case so i cant.,N/F
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,N/F
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",N/F
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",N/F
U don't remember that old commercial?,N/F
Too late. I said i have the website. I didn't i have or dont have the slippers,N/F
I asked you to call him now ok,N/F
Kallis wont bat in 2nd innings.,N/F
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,N/F
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,fraud
Ranjith cal drpd Deeraj and deepak 5min hold,N/F
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",N/F
What you doing?how are you?,N/F
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",N/F
"I'm back, lemme know when you're ready",N/F
Don't necessarily expect it to be done before you get back though because I'm just now headin out,N/F
Mmm so yummy babe ... Nice jolt to the suzy,N/F
Where are you lover ? I need you ...,N/F
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,fraud
I‘m parked next to a MINI!!!! When are you coming in today do you think?,N/F
Yup,N/F
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,N/F
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,N/F
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,fraud
Why you Dint come with us.,N/F
Same. Wana plan a trip sometme then,N/F
"Not sure yet, still trying to get a hold of him",N/F
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,fraud
The evo. I just had to download flash. Jealous?,N/F
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,fraud
"Come to mu, we're sorting out our narcotics situation",N/F
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",N/F
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,fraud
"Usf I guess, might as well take 1 car",N/F
No objection. My bf not coming.,N/F
Thanx...,N/F
Tell rob to mack his gf in the theater,N/F
"Awesome, I'll see you in a bit",N/F
Just sent it. So what type of food do you like?,N/F
All done? All handed in? Celebrations in full swing yet?,N/F
You got called a tool?,N/F
"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve..",N/F
Ok. I asked for money how far,N/F
Okie...,N/F
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",N/F
"K, I might come by tonight then if my class lets out early",N/F
Ok..,N/F
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,N/F
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",N/F
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",N/F
Hey you told your name to gautham ah?,N/F
Haf u found him? I feel so stupid da v cam was working.,N/F
Oops. 4 got that bit.,N/F
Are you this much buzy,N/F
I accidentally deleted the message. Resend please.,N/F
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,fraud
Unless it's a situation where YOU GO GURL would be more appropriate,N/F
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,N/F
I cant pick the phone right now. Pls send a message,N/F
Need a coffee run tomo?Can't believe it's that time of week already,N/F
"Awesome, I remember the last time we got somebody high for the first time with diesel :V",N/F
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",N/F
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,N/F
He is a womdarfull actor,N/F
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",fraud
Yup... From what i remb... I think should be can book... ,N/F
Jos ask if u wana meet up?,N/F
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,N/F
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",fraud
Where are the garage keys? They aren't on the bookshelf,N/F
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,N/F
"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",fraud
He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,N/F
"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",N/F
You made my day. Do have a great day too.,N/F
K.k:)advance happy pongal.,N/F
"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",N/F
"Not really dude, have no friends i'm afraid :(",N/F
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,fraud
"Coffee cake, i guess...",N/F
"Merry Christmas to you too babe, i love ya *kisses*",N/F
Hey... Why dont we just go watch x men and have lunch... Haha ,N/F
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,N/F
That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,N/F
No problem. How are you doing?,N/F
No calls..messages..missed calls,N/F
Hi da:)how is the todays class?,N/F
"I'd say that's a good sign but, well, you know my track record at reading women",N/F
"Cool, text me when you're parked",N/F
I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,N/F
K.k:)apo k.good movie.,N/F
Maybe i could get book out tomo then return it immediately ..? Or something.,N/F
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,fraud
Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,N/F
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,fraud
"Ta-Daaaaa! I am home babe, are you still up ?",N/F
Cool. So how come you havent been wined and dined before?,N/F
Just sleeping..and surfing,N/F
"Sorry, I'll call later",N/F
U calling me right? Call my hand phone...,N/F
Ok that's great thanx a lot.,N/F
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,N/F
Where u been hiding stranger?,N/F
Am not interested to do like that.,N/F
My sister cleared two round in birla soft yesterday.,N/F
Gudnite....tc...practice going on,N/F
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,N/F
One small prestige problem now.,N/F
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,fraud
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,N/F
"Nah can't help you there, I've never had an iphone",N/F
If you're not in my car in an hour and a half I'm going apeshit,N/F
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",N/F
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,N/F
&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,N/F
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",N/F
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,fraud
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,fraud
"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",N/F
"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",N/F
Ha ha cool cool chikku chikku:-):-DB-),N/F
Oh ok no prob..,N/F
Check audrey's status right now,N/F
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,N/F
